time,close,20w SMA,21w EMA,Up Trend,Down Trend,Macro Score Heatmap,Rate Hike,Rate Cut,LA1,LA2,ATR,MACD,Signal Line,Histogram,Cross
1666013400,69.17,,,62.119671961792605,,1,0,0,69.32523203339288,71.45547934956231,6.533583177986893,-0.6722075699656926,-0.6697458481126427,-0.0024617218530499363,
1666099800,66.21,,,62.119671961792605,,1,0,0,69.13643009197513,71.27766649025511,6.681184379559258,-0.7929429201548572,-0.6385747357144117,-0.15436818444044553,
1666186200,63.19,,,62.119671961792605,,1,0,0,68.77604038943119,71.00350830414477,6.513828352447882,-1.1194114375947493,-0.7018931296139554,-0.4175183079807938,
1666272600,63.59,,,62.119671961792605,,1,0,0,68.46173491128384,70.75220293790258,6.3864120415587475,-1.3305259576676605,-0.7737275304481643,-0.5567984272194961,
1666359000,66.38,66.86750000000004,79.37673200988591,62.119671961792605,,1,0,0,68.33556915908483,70.60399266882114,6.2823826100188365,-1.2582022801445305,-0.827040588684485,-0.43116169146004546,
1666618200,66.39,,,62.119671961792605,,1,0,0,68.21765587671605,70.46114545970856,6.152926709303206,-1.186402221912516,-0.8928007526421476,-0.29360146927036845,
1666704600,75.05,,,62.119671961792605,,1,0,0,68.63173733873326,70.61669985090488,6.357003372924406,-0.4258021509681953,-0.8889437025313853,0.46314155156319003,-0.8889437025313853
1666791000,73.81,,,63.17601918744874,,1,0,0,68.9455714394161,70.72494731358607,6.273638846286949,0.07604465277414363,-0.8354621665024943,0.9115068192766379,
1666877400,72.47,,,63.17601918744874,,1,0,0,69.15917317036057,70.78410164193909,6.121236071552167,0.36146827789679037,-0.705331289748586,1.0667995676453765,
1666963800,72.07,67.53550000000004,78.71248364535083,63.17601918744874,,1,0,0,69.33558691761145,70.82769141678861,5.996147780727013,0.5490626476892118,-0.5696345988980411,1.118697246587253,
1667223000,66.25,,,63.17601918744874,,1,0,0,69.14858164987743,70.67251543655848,6.1753515106750845,0.22550766507428932,-0.4564734227614693,0.6819810878357586,
